pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_dens,st_vsin,rastr,ra,decstr,dec,sy_dist,rowupdate
Kepler-379 c,Kepler-379,1,2,Transit,2014,Kepler,0,62.78469700,0.326000,2.290,0.204,,,,,,,,,,0,,6054.00,1.31,,,,,,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.2740000,2014-05-14
Kepler-38 b,Kepler-38,2,1,Transit,2012,Kepler,0,105.59900000,0.463200,4.300,0.384,122.00000,0.38400,122.00000,0.38400,Mass,,0.032000,,475,0,G4 V,5623.00,1.75,0.94,,10.000,0.1750,2.4000,19h07m19.27s,286.8303120,+42d16m44.92s,42.2791434,1174.5900000,2014-05-14
Kepler-380 b,Kepler-380,1,2,Transit,2014,Kepler,0,3.93082100,0.050000,1.190,0.106,,,,,,,,,,0,,6045.00,1.22,,,,,,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.7130000,2014-05-14
Kepler-380 c,Kepler-380,1,2,Transit,2014,Kepler,0,7.63000400,0.078000,1.270,0.113,,,,,,,,,,0,,6045.00,1.22,,,,,,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.7130000,2014-05-14
Kepler-381 b,Kepler-381,1,3,Transit,2014,Kepler,0,5.62902100,0.066000,0.990,0.088,,,,,,,,,,0,,6152.00,1.57,,,,,,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.3230000,2014-05-14
Kepler-381 c,Kepler-381,1,3,Transit,2014,Kepler,0,13.39163500,0.117000,1.120,0.100,,,,,,,,,,0,,6152.00,1.57,,,,,,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.3230000,2014-05-14
Kepler-381 d,Kepler-381,1,3,Transit,2021,Kepler,0,8.25629997,,1.067,0.095,,,,,,,,,,0,,6197.00,2.19,1.20,,,1.6850,,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.3230000,2021-12-05
Kepler-382 b,Kepler-382,1,2,Transit,2014,Kepler,0,5.26215500,0.055000,1.320,0.118,,,,,,,,,,0,,5600.00,0.94,,,,,,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.4460000,2014-05-14
Kepler-382 c,Kepler-382,1,2,Transit,2014,Kepler,0,12.16270100,0.097000,1.590,0.142,,,,,,,,,,0,,5600.00,0.94,,,,,,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.4460000,2014-05-14
Kepler-383 b,Kepler-383,1,2,Transit,2014,Kepler,0,12.90453200,0.095000,1.320,0.118,,,,,,,,,,0,,4710.00,0.67,,,,,,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,,2014-05-14
Kepler-383 c,Kepler-383,1,2,Transit,2014,Kepler,0,31.20075100,0.172000,1.240,0.111,,,,,,,,,,0,,4710.00,0.67,,,,,,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,,2014-05-14
Kepler-384 b,Kepler-384,1,2,Transit,2014,Kepler,0,22.59705300,0.148000,1.120,0.100,,,,,,,,,,0,,5577.00,0.88,,,,,,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.6780000,2014-05-14
Kepler-384 c,Kepler-384,1,2,Transit,2014,Kepler,0,45.34826900,0.236000,1.130,0.101,,,,,,,,,,0,,5577.00,0.88,,,,,,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.6780000,2014-05-14
Kepler-385 b,Kepler-385,1,3,Transit,2014,Kepler,0,10.04368600,0.097000,2.730,0.244,,,,,,,,,,0,,6326.00,1.13,,,,,,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.6100000,2014-05-14
Kepler-385 c,Kepler-385,1,3,Transit,2014,Kepler,0,15.16316100,0.127000,3.040,0.271,,,,,,,,,,0,,6326.00,1.13,,,,,,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.6100000,2014-05-14
Kepler-385 d,Kepler-385,1,3,Transit,2020,Kepler,0,56.41590000,,2.619,0.234,,,,,,,,,,0,,5829.00,1.16,1.05,0.144,,0.9558,,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.6100000,2020-09-08
Kepler-386 b,Kepler-386,1,2,Transit,2014,Kepler,0,12.31043000,0.096000,1.390,0.124,,,,,,,,,,0,,5178.00,0.77,,,,,,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.4620000,2014-05-14
Kepler-386 c,Kepler-386,1,2,Transit,2014,Kepler,0,25.19345800,0.155000,1.580,0.141,,,,,,,,,,0,,5178.00,0.77,,,,,,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.4620000,2014-05-14
Kepler-387 b,Kepler-387,1,2,Transit,2014,Kepler,0,6.79163600,0.068000,1.030,0.092,,,,,,,,,,0,,5774.00,1.05,,,,,,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.0520000,2014-05-14
Kepler-387 c,Kepler-387,1,2,Transit,2014,Kepler,0,11.83754900,0.098000,0.890,0.079,,,,,,,,,,0,,5774.00,1.05,,,,,,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.0520000,2014-05-14
Kepler-388 b,Kepler-388,1,2,Transit,2014,Kepler,0,3.17331500,0.036000,0.810,0.072,,,,,,,,,,0,,4498.00,0.59,,,,,,18h59m18.73s,284.8280577,+44d36m31.12s,44.6086451,,2014-05-14
Kepler-388 c,Kepler-388,1,2,Transit,2014,Kepler,0,13.29700400,0.093000,0.860,0.077,,,,,,,,,,0,,4498.00,0.59,,,,,,18h59m18.73s,284.8280577,+44d36m31.12s,44.6086451,,2014-05-14
Kepler-389 b,Kepler-389,1,2,Transit,2014,Kepler,0,3.24410700,0.041000,1.510,0.135,,,,,,,,,,0,,5376.00,0.79,,,,,,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.5590000,2014-05-14
Kepler-389 c,Kepler-389,1,2,Transit,2014,Kepler,0,14.51143000,0.110000,1.460,0.130,,,,,,,,,,0,,5376.00,0.79,,,,,,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.5590000,2014-05-14
Kepler-39 b,Kepler-39,1,1,Transit,2011,Kepler,0,21.08721000,0.164000,13.900,1.240,6388.10000,20.10000,6388.10000,20.10000,Mass,13.00000,0.112000,,897,1,F7 V,6350.00,1.40,1.29,,2.100,0.6600,16.0000,19h47m50.48s,296.9603348,+46d02m03.46s,46.0342954,1057.4100000,2015-01-29
Kepler-390 b,Kepler-390,2,2,Transit,2014,Kepler,0,6.73808800,0.065000,0.820,0.073,,,,,,,,,,0,,5166.00,0.78,,,,,,19h26m30.91s,291.6288086,+41d12m31.81s,41.2088351,435.2770000,2014-05-14
Kepler-390 c,Kepler-390,2,2,Transit,2014,Kepler,0,13.06002200,0.101000,0.790,0.070,,,,,,,,,,0,,5166.00,0.78,,,,,,19h26m30.91s,291.6288086,+41d12m31.81s,41.2088351,435.2770000,2014-05-14
Kepler-391 b,Kepler-391,1,2,Transit,2014,Kepler,0,7.41675500,0.082000,3.200,0.285,,,,,,,,,,0,,4940.00,3.57,,,,,,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.2360000,2014-05-14
Kepler-391 c,Kepler-391,1,2,Transit,2014,Kepler,0,20.48543500,0.161000,3.540,0.316,,,,,,,,,,0,,4940.00,3.57,,,,,,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.2360000,2014-05-14
Kepler-392 b,Kepler-392,1,2,Transit,2014,Kepler,0,5.34185300,0.059000,1.000,0.089,,,,,,,,,,0,,5938.00,1.13,,,,,,19h14m38.60s,288.6608260,+43d22m05.50s,43.3681938,681.4280000,2014-05-14
Kepler-392 c,Kepler-392,1,2,Transit,2014,Kepler,0,10.42311800,0.093000,1.100,0.098,,,,,,,,,,0,,5938.00,1.13,,,,,,19h14m38.60s,288.6608260,+43d22m05.50s,43.3681938,681.4280000,2014-05-14
Kepler-393 b,Kepler-393,1,2,Transit,2014,Kepler,0,9.18241700,0.091000,1.290,0.115,,,,,,,,,,0,,6189.00,1.38,,,,,,19h23m58.85s,290.9952050,+45d11m31.88s,45.1921880,881.4040000,2014-05-14
Kepler-393 c,Kepler-393,1,2,Transit,2014,Kepler,0,14.61361200,0.124000,1.330,0.119,,,,,,,,,,0,,6189.00,1.38,,,,,,19h23m58.85s,290.9952050,+45d11m31.88s,45.1921880,881.4040000,2014-05-14
Kepler-394 b,Kepler-394,1,3,Transit,2014,Kepler,0,8.00501300,0.083000,1.600,0.143,,,,,,,,,,0,,6402.00,1.13,,,,,,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.7200000,2014-05-14
Kepler-394 c,Kepler-394,1,3,Transit,2014,Kepler,0,12.13068600,0.110000,1.660,0.148,,,,,,,,,,0,,6402.00,1.13,,,,,,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.7200000,2014-05-14
Kepler-394 d,Kepler-394,1,3,Transit,2021,Kepler,0,5.61358023,,1.501,0.134,,,,,,,,,,0,,6398.00,1.10,1.14,,,1.9638,,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.7200000,2021-12-05
Kepler-395 b,Kepler-395,1,2,Transit,2014,Kepler,0,7.05434600,0.061000,1.030,0.092,,,,,,,,,,0,,4262.00,0.56,,,,,,19h34m02.69s,293.5111889,+45d08m11.85s,45.1366252,421.3820000,2014-05-14
Kepler-395 c,Kepler-395,1,2,Transit,2014,Kepler,0,34.98926200,0.177000,1.320,0.118,,,,,,,,,,0,,4262.00,0.56,,,,,,19h34m02.69s,293.5111889,+45d08m11.85s,45.1366252,421.3820000,2014-05-14
Kepler-396 b,Kepler-396,1,2,Transit,2013,Kepler,0,42.99400000,,3.500,0.312,75.50000,0.23800,75.50000,0.23800,Mass,,,,,1,,,1.06,0.85,,,,,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.7570000,2014-05-14
Kepler-396 c,Kepler-396,1,2,Transit,2013,Kepler,0,88.50500000,,5.300,0.473,17.90000,0.05600,17.90000,0.05600,Mass,,,,,1,,,1.06,0.85,,,,,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.7570000,2014-05-14
Kepler-397 b,Kepler-397,1,2,Transit,2014,Kepler,0,22.25094900,0.144000,2.460,0.219,,,,,,,,,,0,,5307.00,0.77,,,,,,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,,2014-05-14
Kepler-397 c,Kepler-397,1,2,Transit,2014,Kepler,0,135.49852700,0.480000,6.180,0.551,,,,,,,,,,1,,5307.00,0.77,,,,,,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,,2014-05-14
Kepler-398 b,Kepler-398,1,3,Transit,2014,Kepler,0,4.08142300,0.044000,0.930,0.083,,,,,,,,,,0,,4493.00,0.61,,,,,,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.3550000,2014-05-14
Kepler-398 c,Kepler-398,1,3,Transit,2014,Kepler,0,11.41941200,0.087000,1.010,0.090,,,,,,,,,,0,,4493.00,0.61,,,,,,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.3550000,2014-05-14
Kepler-398 d,Kepler-398,1,3,Transit,2016,Kepler,0,6.83437001,,0.880,0.079,,,,,,,,,,0,,4557.00,0.67,0.72,,2.340,,,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.3550000,2016-05-06
Kepler-399 b,Kepler-399,1,3,Transit,2014,Kepler,0,14.42528100,0.103000,0.960,0.086,,,,,,,,,,0,,5502.00,0.68,,,,,,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.5370000,2014-05-14
Kepler-399 c,Kepler-399,1,3,Transit,2014,Kepler,0,26.67569000,0.155000,1.430,0.128,,,,,,,,,,0,,5502.00,0.68,,,,,,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.5370000,2014-05-14
Kepler-399 d,Kepler-399,1,3,Transit,2014,Kepler,0,58.03461600,0.261000,1.890,0.169,,,,,,,,,,0,,5502.00,0.68,,,,,,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.5370000,2014-05-14
Kepler-4 b,Kepler-4,1,1,Transit,2009,Kepler,0,3.21346000,0.045600,4.002,0.357,24.47200,0.07700,24.47200,0.07700,Mass,1.91000,0.000000,,1650,0,,5857.00,1.49,1.22,0.354,4.500,,2.2000,19h02m27.71s,285.6154492,+50d08m08.78s,50.1357712,487.9160000,2014-05-14
Kepler-40 b,Kepler-40,1,1,Transit,2010,Kepler,0,6.87349000,0.080000,13.110,1.170,699.20000,2.20000,699.20000,2.20000,Mass,1.68000,0.000000,,1620,0,F5 IV,6510.00,2.13,1.48,,2.800,0.2130,9.0000,19h47m15.29s,296.8136883,+47d31m35.56s,47.5265446,2305.0100000,2014-05-14
Kepler-400 b,Kepler-400,1,2,Transit,2014,Kepler,0,9.02438900,0.087000,1.650,0.147,,,,,,,,,,0,,5886.00,1.15,,,,,,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.9700000,2014-05-14
Kepler-400 c,Kepler-400,1,2,Transit,2014,Kepler,0,17.34082400,0.134000,1.490,0.133,,,,,,,,,,0,,5886.00,1.15,,,,,,19h23m46.67s,290.9444679,+40d28m48.19s,40.4800528,845.9700000,2014-05-14
Kepler-401 b,Kepler-401,1,3,Transit,2014,Kepler,0,14.38303500,0.122000,1.710,0.153,,,,,,,,,,0,,6117.00,1.33,,,,,,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,2014-05-14
Kepler-401 c,Kepler-401,1,3,Transit,2014,Kepler,0,47.31821800,0.269000,2.150,0.192,,,,,,,,,,0,,6117.00,1.33,,,,,,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,2014-05-14
Kepler-401 d,Kepler-401,1,3,Transit,2016,Kepler,0,184.25640500,,2.270,0.203,,,,,,,,,,0,,6184.00,1.29,1.17,,3.390,,,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,2016-05-06
Kepler-402 b,Kepler-402,1,4,Transit,2014,Kepler,0,4.02875100,0.051000,1.220,0.109,,,,,,,,,,0,,6090.00,1.26,,,,,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000,2014-05-14
Kepler-402 c,Kepler-402,1,4,Transit,2014,Kepler,0,6.12482100,0.068000,1.560,0.139,,,,,,,,,,0,,6090.00,1.26,,,,,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000,2014-05-14
Kepler-402 d,Kepler-402,1,4,Transit,2014,Kepler,0,8.92109900,0.087000,1.380,0.123,,,,,,,,,,0,,6090.00,1.26,,,,,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000,2014-05-14
Kepler-402 e,Kepler-402,1,4,Transit,2014,Kepler,0,11.24286100,0.102000,1.460,0.130,,,,,,,,,,0,,6090.00,1.26,,,,,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000,2014-05-14
Kepler-403 b,Kepler-403,1,3,Transit,2014,Kepler,0,7.03146200,0.076000,1.250,0.112,,,,,,,,,,0,,6090.00,1.33,,,,,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,2014-05-14
Kepler-403 c,Kepler-403,1,3,Transit,2014,Kepler,0,54.28074900,0.297000,1.750,0.156,,,,,,,,,,0,,6090.00,1.33,,,,,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,2014-05-14
Kepler-403 d,Kepler-403,1,3,Transit,2016,Kepler,0,13.61159129,,1.420,0.127,,,,,,,,,,0,,6209.00,1.45,1.25,,3.090,,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000,2016-05-06
Kepler-404 b,Kepler-404,1,2,Transit,2014,Kepler,0,11.82985100,0.102000,1.270,0.113,,,,,,,,,,0,,5654.00,0.88,,,,,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,2014-05-14
Kepler-404 c,Kepler-404,1,2,Transit,2014,Kepler,0,14.75116600,0.118000,1.720,0.153,,,,,,,,,,0,,5654.00,0.88,,,,,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,2014-05-14
Kepler-405 b,Kepler-405,1,2,Transit,2014,Kepler,0,10.61383900,0.095000,2.080,0.186,,,,,,,,,,0,,5818.00,0.89,,,,,,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000,2014-05-14
Kepler-405 c,Kepler-405,1,2,Transit,2014,Kepler,0,29.72668200,0.188000,4.660,0.416,,,,,,,,,,1,,5818.00,0.89,,,,,,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000,2014-05-14
Kepler-406 b,Kepler-406,1,2,Transit,2014,Kepler,0,2.42629000,,1.430,0.128,6.35000,0.02000,6.35000,0.02000,Mass,11.82000,,,,0,,5538.00,1.07,1.07,,5.840,1.1200,0.4000,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,2014-05-14
Kepler-406 c,Kepler-406,1,2,Transit,2014,Kepler,0,4.62332000,,0.850,0.076,2.71000,0.00900,2.71000,0.00900,Mass,24.39000,,,,0,,5538.00,1.07,1.07,,5.840,1.1200,0.4000,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,2014-05-14
Kepler-407 b,Kepler-407,1,2,Transit,2014,Kepler,0,0.66931000,,1.070,0.095,3.20000,0.01007,3.20000,0.01007,Mass,,,,,0,,5476.00,1.01,1.00,,7.470,1.3800,2.0000,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000,2016-10-12
Kepler-407 c,Kepler-407,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,3000.00000000,,,,4000.00000,12.60000,4000.00000,12.60000,Mass,,,,,0,,5476.00,1.01,1.00,,7.470,1.3800,2.0000,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000,2014-05-14
Kepler-408 b,Kepler-408,1,1,Transit,2014,Kepler,0,2.46502000,,0.820,0.073,5.00000,0.01573,5.00000,0.01573,Mass,,,,,0,,6104.00,1.23,1.08,,6.680,0.8200,3.1000,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000,2016-10-12
Kepler-409 b,Kepler-409,1,1,Transit,2014,Kepler,0,68.95840000,,1.190,0.106,22.00000,0.06922,22.00000,0.06922,Mass,,,,,0,,5460.00,0.89,0.92,,6.800,1.8100,2.0000,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000,2016-10-12
Kepler-41 b,Kepler-41,1,1,Transit,2011,Kepler,0,1.85555820,0.031010,14.460,1.290,177.98000,0.56000,177.98000,0.56000,Mass,0.33000,0.000000,,1790,0,G2 V,5750.00,1.29,1.15,,4.400,0.7540,6.0000,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000,2016-05-03
Kepler-410 A b,Kepler-410 A,2,1,Transit,2013,Kepler,0,17.83364800,0.122600,2.838,0.253,,,,,,,0.170000,,,1,,6273.00,1.35,1.21,0.435,2.760,0.6930,12.9000,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000,2014-05-14
Kepler-411 b,Kepler-411,2,4,Transit,2013,Kepler,0,3.00515600,0.037500,2.401,0.214,25.60000,0.08055,25.60000,0.08055,Mass,10.30000,0.146000,,1138,1,K2 V,,0.82,0.87,,0.212,,,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,2019-07-03
Kepler-411 c,Kepler-411,2,4,Transit,2016,Kepler,0,7.83443500,0.073900,4.421,0.394,26.40000,0.08306,26.40000,0.08306,Mass,1.70000,0.108000,,838,1,K2 V,,0.82,0.87,,0.212,,,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,2019-07-19
Kepler-411 d,Kepler-411,2,4,Transit,2018,Kepler,0,58.02035000,0.279000,3.319,0.296,15.20000,0.04782,15.20000,0.04782,Mass,2.30000,0.128000,,410,1,K2 V,,0.82,0.87,,0.212,,,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,2019-07-19
Kepler-411 e,Kepler-411,2,4,Transit Timing Variations,2018,Kepler,0,31.50972800,0.186000,,,10.80000,0.03398,10.80000,0.03398,Mass,,0.016000,,503,0,K2 V,,0.82,0.87,,0.212,,,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,2019-07-03
Kepler-412 b,Kepler-412,1,1,Transit,2014,Kepler,0,1.72086040,0.028970,15.031,1.341,299.07803,0.94100,299.07803,0.94100,Mass,0.52000,,,1850,1,,5750.00,1.29,1.17,,,,,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000,2015-10-07
Kepler-413 b,Kepler-413,2,1,Transit,2014,Kepler,0,66.26200000,0.355300,4.347,0.388,67.00000,0.21100,67.00000,0.21100,Mass,3.20000,0.118100,,,0,,4700.00,0.78,0.82,,,1.7550,5.0000,19h14m02.56s,288.5106679,+51d09m44.72s,51.1624235,847.5360000,2014-05-14
Kepler-414 b,Kepler-414,1,2,Transit Timing Variations,2014,Kepler,0,4.70000000,,1.710,0.153,3.50000,0.01100,3.50000,0.01100,Mass,,,,,1,,,0.95,0.89,,,,,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000,2014-05-28
Kepler-414 c,Kepler-414,1,2,Transit Timing Variations,2014,Kepler,0,7.17100000,,3.010,0.269,29.90000,0.09400,29.90000,0.09400,Mass,,,,,1,,,0.95,0.89,,,,,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000,2014-05-28
Kepler-415 b,Kepler-415,1,2,Transit Timing Variations,2014,Kepler,0,4.17600000,,1.210,0.108,119.90000,0.37700,119.90000,0.37700,Mass,,,,,1,,,0.64,0.67,,,,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000,2014-05-28
Kepler-415 c,Kepler-415,1,2,Transit Timing Variations,2014,Kepler,0,8.70800000,,,,,,,,,,,,,1,,,0.64,0.67,,,,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000,2014-05-28
Kepler-416 b,Kepler-416,1,2,Transit Timing Variations,2014,Kepler,0,6.31900000,,2.480,0.221,58.20000,0.18300,58.20000,0.18300,Mass,,,,,1,,,1.07,1.00,,,,,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,2014-05-28
Kepler-416 c,Kepler-416,1,2,Transit Timing Variations,2014,Kepler,0,12.20900000,,,,,,,,,,,,,1,,,1.07,1.00,,,,,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000,2014-05-28
Kepler-417 b,Kepler-417,1,2,Transit Timing Variations,2014,Kepler,0,12.33100000,,2.310,0.206,11.00000,0.03500,11.00000,0.03500,Mass,,,,,1,,,0.81,0.90,,,,,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,2014-05-28
Kepler-417 c,Kepler-417,1,2,Transit Timing Variations,2014,Kepler,0,15.94300000,,,,,,,,,,,,,1,,,0.81,0.90,,,,,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,2014-05-28
Kepler-418 b,Kepler-418,1,2,Transit,2014,Kepler,0,86.67856000,,13.450,1.200,349.61125,1.10000,349.61125,1.10000,Mass,,0.200000,,,0,,5820.00,1.09,0.98,,7.000,1.5100,3.5000,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000,2021-10-04
Kepler-418 c,Kepler-418,1,2,Transit,2021,Kepler,0,12.21829987,,5.221,0.466,,,,,,,,,,0,,5822.00,1.08,0.96,,,1.7673,,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000,2021-12-05
Kepler-419 b,Kepler-419,1,2,Transit,2014,Kepler,0,69.75460000,0.370000,10.800,0.960,794.50000,2.50000,794.50000,2.50000,Mass,,0.833000,,,1,,6430.00,1.74,1.39,,,13.3400,14.4100,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,2014-06-25
Kepler-419 c,Kepler-419,1,2,Transit Timing Variations,2014,Kepler,0,675.47000000,1.680000,,,2320.10000,7.30000,2320.10000,7.30000,Mass,,0.184000,,,0,,6430.00,1.74,1.39,,,13.3400,14.4100,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,2014-06-25
Kepler-42 b,Kepler-42,1,3,Transit,2011,Kepler,0,1.21376720,0.011600,0.780,0.070,,,,,,,,,519,0,M,3068.00,0.17,0.13,-2.620,4.500,,3.3000,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,2014-05-14
Kepler-42 c,Kepler-42,1,3,Transit,2011,Kepler,0,0.45328509,0.006000,0.730,0.065,,,,,,,,,720,0,M,3068.00,0.17,0.13,-2.620,4.500,,3.3000,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,2014-05-14
Kepler-42 d,Kepler-42,1,3,Transit,2011,Kepler,0,1.86516900,0.015400,0.570,0.051,,,,,,,,,450,0,M,3068.00,0.17,0.13,-2.620,4.500,,3.3000,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,2014-05-14
Kepler-421 b,Kepler-421,1,1,Transit,2014,Kepler,0,704.19840000,1.219000,4.160,0.371,,,,,,,0.041000,,185,0,G9/K0,5308.00,0.76,0.79,-0.398,4.000,1.5800,0.0000,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000,2014-07-23
Kepler-422 b,Kepler-422,1,1,Transit,2014,Kepler,0,7.89144830,0.082000,12.890,1.150,136.66000,0.43000,136.66000,0.43000,Mass,0.38000,,,,0,,5972.00,1.24,1.15,0.240,,0.8600,2.2000,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000,2014-10-03
Kepler-423 b,Kepler-423,1,1,Transit,2014,Kepler,0,2.68432850,0.035850,13.361,1.192,189.10100,0.59500,189.10100,0.59500,Mass,0.45900,0.019000,,1605,0,G4 V,5560.00,0.95,0.85,,11.000,1.3980,2.5000,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000,2015-01-22
Kepler-424 b,Kepler-424,1,2,Transit,2014,Kepler,0,3.31186440,0.044000,9.980,0.890,327.35000,1.03000,327.35000,1.03000,Mass,1.94000,,,,0,,5460.00,0.94,1.01,-0.150,,1.7300,0.5000,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000,2014-10-03
Kepler-424 c,Kepler-424,1,2,Radial Velocity,2014,McDonald Observatory,0,223.30000000,0.730000,,,,,2215.18000,6.97000,Msini,,,,,0,,5460.00,0.94,1.01,-0.150,,1.7300,0.5000,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000,2014-10-03
Kepler-425 b,Kepler-425,1,1,Transit,2014,Kepler,0,3.79701816,0.046400,10.962,0.978,79.45000,0.25000,79.45000,0.25000,Mass,0.27000,0.330000,,1070,0,K1 V,5170.00,0.86,0.93,-0.323,5.000,1.4480,3.0000,19h21m25.91s,290.3579781,+40d34m03.71s,40.5676965,646.6470000,2014-10-03
Kepler-426 b,Kepler-426,1,1,Transit,2014,Kepler,0,3.21751883,0.041400,12.220,1.090,108.06000,0.34000,108.06000,0.34000,Mass,0.26000,0.180000,,1300,0,G1 V,5725.00,0.92,0.91,-0.089,6.000,1.1700,3.0000,19h17m44.32s,289.4346668,+49d28m24.44s,49.4734550,843.6950000,2014-10-03
