pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_dens,st_vsin,rastr,ra,decstr,dec,sy_dist,rowupdate
Kepler-1847 b,Kepler-1847,1,1,Transit,2021,Kepler,0,11.12969971,,2.745,0.245,,,,,,,,,,0,,6122.00,0.96,1.04,,,2.2096,,19h46m24.34s,296.6014013,+44d19m30.82s,44.3252289,1693.8600000,2021-12-05
Kepler-1848 b,Kepler-1848,1,1,Transit,2021,Kepler,0,5.60402012,,1.409,0.126,,,,,,,,,,0,,4847.00,0.74,0.76,,,10.7214,,19h57m31.56s,299.3814921,+45d35m31.50s,45.5920846,309.6960000,2021-12-05
Kepler-1849 b,Kepler-1849,1,1,Transit,2021,Kepler,0,57.29290009,,2.387,0.213,,,,,,,,,,0,,4806.00,0.73,0.71,,,4.4742,,19h01m10.06s,285.2919300,+41d15m20.62s,41.2557275,631.8840000,2021-12-05
Kepler-185 b,Kepler-185,1,2,Transit,2014,Kepler,0,1.63290000,0.026000,1.170,0.104,,,,,,,,,,0,,5208.00,0.81,,,,,,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000,2014-05-14
Kepler-185 c,Kepler-185,1,2,Transit,2014,Kepler,0,20.72904200,0.139000,2.020,0.180,,,,,,,,,,0,,5208.00,0.81,,,,,,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.7350000,2014-05-14
Kepler-1850 b,Kepler-1850,1,1,Transit,2021,Kepler,0,1.38580000,,0.729,0.065,,,,,,,,,,0,,4239.00,0.60,0.61,,,2.2581,,19h08m34.28s,287.1428295,+43d36m58.02s,43.6161177,250.1990000,2021-12-05
Kepler-1851 b,Kepler-1851,1,1,Transit,2021,Kepler,0,12.02289963,,3.900,0.348,,,,,,,,,,0,,5982.00,0.88,0.97,,,2.5791,,19h02m41.70s,285.6737597,+45d38m23.41s,45.6398375,1589.8100000,2021-12-05
Kepler-1852 b,Kepler-1852,1,1,Transit,2021,Kepler,0,7.97094011,,1.886,0.168,,,,,,,,,,0,,5237.00,0.83,0.93,,,3.2592,,19h12m07.13s,288.0297157,+40d20m39.10s,40.3441934,772.4810000,2021-12-05
Kepler-1853 b,Kepler-1853,1,1,Transit,2021,Kepler,0,48.88819885,,1.519,0.135,,,,,,,,,,0,,4821.00,0.79,0.77,,,0.0444,,18h58m59.49s,284.7478834,+46d22m24.75s,46.3735415,562.3480000,2021-12-05
Kepler-1854 b,Kepler-1854,1,1,Transit,2021,Kepler,0,39.83110046,,2.587,0.231,,,,,,,,,,0,,5026.00,0.76,0.80,,,22.3246,,19h05m08.62s,286.2859300,+37d23m13.17s,37.3869915,423.3480000,2021-12-05
Kepler-1855 b,Kepler-1855,1,1,Transit,2021,Kepler,0,0.72733098,,1.216,0.109,,,,,,,,,,0,,3460.00,0.36,0.39,,,10.9556,,18h53m36.45s,283.4018628,+41d30m58.16s,41.5161554,,2021-12-05
Kepler-1856 b,Kepler-1856,1,1,Transit,2021,Kepler,0,1.30200005,,1.734,0.155,,,,,,,,,,0,,4948.00,0.82,0.78,,,4.0041,,19h43m38.20s,295.9091695,+51d20m52.36s,51.3478777,848.7600000,2021-12-05
Kepler-1857 b,Kepler-1857,1,1,Transit,2021,Kepler,0,8.94340992,,1.961,0.175,,,,,,,,,,0,,6074.00,1.00,0.87,,,5.0175,,19h45m49.37s,296.4557129,+39d35m54.73s,39.5985370,853.2750000,2021-12-05
Kepler-1858 b,Kepler-1858,1,1,Transit,2021,Kepler,0,88.07160187,,2.422,0.216,,,,,,,,,,0,,4939.00,0.82,0.79,,,2.1714,,19h29m13.78s,292.3074315,+46d37m35.68s,46.6265790,833.0550000,2021-12-05
Kepler-1859 b,Kepler-1859,1,1,Transit,2021,Kepler,0,2.72959995,,1.583,0.141,,,,,,,,,,0,,5887.00,1.24,1.09,,,0.7750,,19h35m57.28s,293.9886751,+46d43m04.80s,46.7179996,1331.2500000,2021-12-05
Kepler-186 b,Kepler-186,1,5,Transit,2014,Kepler,0,3.88679070,0.034300,1.070,0.095,,,,,,,,,,0,M1,3788.00,0.47,0.48,-1.385,4.000,6.4000,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000,2014-05-14
Kepler-186 c,Kepler-186,1,5,Transit,2014,Kepler,0,7.26730200,0.045100,1.250,0.112,,,,,,,,,,0,M1,3788.00,0.47,0.48,-1.385,4.000,6.4000,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000,2014-05-14
Kepler-186 d,Kepler-186,1,5,Transit,2014,Kepler,0,13.34299600,0.078100,1.400,0.125,,,,,,,,,,0,M1,3788.00,0.47,0.48,-1.385,4.000,6.4000,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000,2014-05-14
Kepler-186 e,Kepler-186,1,5,Transit,2014,Kepler,0,22.40770400,0.110000,1.270,0.113,,,,,,,,,,0,M1,3788.00,0.47,0.48,-1.385,4.000,6.4000,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000,2014-05-14
Kepler-186 f,Kepler-186,1,5,Transit,2014,Kepler,1,129.94410000,0.432000,1.170,0.104,,,,,,,0.040000,0.30,,0,,3755.00,0.52,0.54,-1.260,4.000,5.2900,,19h54m36.66s,298.6527360,+43d57m17.96s,43.9549884,177.5940000,2015-01-14
Kepler-1860 b,Kepler-1860,1,1,Transit,2021,Kepler,0,12.73719978,,1.139,0.102,,,,,,,,,,0,,5420.00,0.87,0.87,,,2.3695,,19h37m24.20s,294.3508497,+50d04m51.47s,50.0809627,438.7030000,2021-12-05
Kepler-1861 b,Kepler-1861,1,1,Transit,2021,Kepler,0,40.03060150,,2.207,0.197,,,,,,,,,,0,,5855.00,1.37,1.16,,,2.6844,,19h43m23.16s,295.8465148,+49d56m10.17s,49.9361586,829.9850000,2021-12-05
Kepler-1862 b,Kepler-1862,1,1,Transit,2021,Kepler,0,16.05730057,,2.203,0.197,,,,,,,,,,0,,5644.00,0.81,0.90,,,0.4343,,19h47m00.81s,296.7533555,+49d22m41.06s,49.3780726,1232.1900000,2021-12-05
Kepler-1863 b,Kepler-1863,1,1,Transit,2021,Kepler,0,44.99760056,,2.263,0.202,,,,,,,,,,0,,5871.00,0.98,1.10,,,0.0289,,18h48m57.53s,282.2397185,+43d14m38.71s,43.2440854,865.5460000,2021-12-05
Kepler-1864 b,Kepler-1864,1,1,Transit,2021,Kepler,0,3.88151002,,0.754,0.067,,,,,,,,,,0,,5854.00,0.98,1.03,,,1.5793,,19h18m44.82s,289.6867653,+41d35m20.10s,41.5889178,298.8940000,2021-12-05
Kepler-1865 b,Kepler-1865,1,1,Transit,2021,Kepler,0,2.52400994,,1.577,0.141,,,,,,,,,,0,,5420.00,0.87,0.85,,,12.9272,,19h35m45.90s,293.9412380,+41d35m25.49s,41.5904136,922.2550000,2021-12-05
Kepler-1866 b,Kepler-1866,1,1,Transit,2021,Kepler,0,11.66009998,,2.082,0.186,,,,,,,,,,0,,5791.00,1.08,1.03,,,0.0095,,19h04m53.91s,286.2246453,+44d39m16.15s,44.6544869,976.7370000,2021-12-05
Kepler-1867 b,Kepler-1867,1,1,Transit,2021,Kepler,0,9.88735962,,1.160,0.103,,,,,,,,,,0,,5693.00,0.82,0.91,,,0.8938,,19h39m59.30s,294.9971007,+43d26m09.13s,43.4358698,680.5830000,2021-12-05
Kepler-1868 b,Kepler-1868,1,1,Transit,2021,Kepler,0,211.03399660,,3.150,0.281,,,,,,,,,,0,,4658.00,0.69,0.74,,,1.4458,,19h33m11.61s,293.2983733,+43d33m20.89s,43.5558025,274.1800000,2021-12-05
Kepler-1869 b,Kepler-1869,1,1,Transit,2021,Kepler,0,8.16736031,,1.120,0.100,,,,,,,,,,0,,5808.00,0.90,0.99,,,0.4376,,19h30m27.60s,292.6149958,+42d45m51.64s,42.7643438,113.0250000,2021-12-05
Kepler-187 b,Kepler-187,1,2,Transit,2014,Kepler,0,4.93886400,0.059000,1.410,0.126,,,,,,,,,,0,,6105.00,1.29,,,,,,19h59m11.16s,299.7964955,+44d05m21.28s,44.0892448,1143.0000000,2014-05-14
Kepler-187 c,Kepler-187,1,2,Transit,2014,Kepler,0,10.64026300,0.099000,2.670,0.238,,,,,,,,,,0,,6105.00,1.29,,,,,,19h59m11.16s,299.7964955,+44d05m21.28s,44.0892448,1143.0000000,2014-05-14
Kepler-1870 b,Kepler-1870,1,1,Transit,2021,Kepler,0,3.60694003,,2.101,0.187,,,,,,,,,,0,,5508.00,0.84,0.95,,,4.6891,,19h35m44.04s,293.9335076,+40d35m26.53s,40.5907040,407.2160000,2021-12-05
Kepler-1871 b,Kepler-1871,1,1,Transit,2021,Kepler,0,1.95270002,,2.422,0.216,,,,,,,,,,0,,5741.00,0.95,1.02,,,1.1394,,19h29m42.60s,292.4275044,+38d28m22.38s,38.4728824,854.6230000,2021-12-05
Kepler-1872 b,Kepler-1872,1,1,Transit,2021,Kepler,0,3.82591009,,2.384,0.213,,,,,,,,,,0,,5223.00,0.89,0.91,,,0.3909,,18h44m11.81s,281.0491988,+43d19m21.36s,43.3225996,840.1820000,2021-12-05
Kepler-1873 b,Kepler-1873,1,1,Transit,2021,Kepler,0,0.55884200,,1.626,0.145,,,,,,,,,,0,,5151.00,0.79,0.90,,,8.8044,,19h38m23.17s,294.5965570,+46d02m54.13s,46.0483705,820.9570000,2021-12-05
Kepler-1874 b,Kepler-1874,1,1,Transit,2021,Kepler,0,56.57320023,,2.211,0.197,,,,,,,,,,0,,4701.00,0.78,0.76,,,0.4850,,19h05m29.24s,286.3718158,+43d41m31.49s,43.6920810,408.0070000,2021-12-05
Kepler-1875 b,Kepler-1875,1,1,Transit,2021,Kepler,0,34.45859909,,3.227,0.288,,,,,,,,,,0,,6161.00,0.86,0.95,,,0.3698,,19h47m05.46s,296.7727406,+50d11m18.12s,50.1883667,1660.4500000,2021-12-05
Kepler-1876 b,Kepler-1876,1,1,Transit,2021,Kepler,0,6.99202013,,0.980,0.087,,,,,,,,,,0,,6057.00,1.47,1.08,,,0.0217,,19h56m38.52s,299.1604859,+41d08m37.67s,41.1437964,259.9350000,2021-12-05
Kepler-1877 b,Kepler-1877,1,1,Transit,2021,Kepler,0,2.37756991,,0.624,0.056,,,,,,,,,,0,,5615.00,0.94,1.02,,,1.5143,,19h39m28.06s,294.8669240,+46d47m25.73s,46.7904816,285.3120000,2021-12-05
Kepler-1878 b,Kepler-1878,1,1,Transit,2021,Kepler,0,4.44587994,,2.920,0.261,,,,,,,,,,0,,5918.00,0.86,0.96,,,1.1311,,20h02m55.78s,300.7324154,+44d06m25.28s,44.1070231,1494.3000000,2021-12-05
Kepler-1879 b,Kepler-1879,1,1,Transit,2021,Kepler,0,10.61340046,,2.065,0.184,,,,,,,,,,0,,5865.00,1.39,1.02,,,59.7123,,19h17m27.46s,289.3644209,+41d31m59.73s,41.5332589,627.1710000,2021-12-05
Kepler-188 b,Kepler-188,1,2,Transit,2014,Kepler,0,2.06189700,0.032000,1.680,0.150,,,,,,,,,,0,,6021.00,1.14,,,,,,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.5440000,2014-05-14
Kepler-188 c,Kepler-188,1,2,Transit,2014,Kepler,0,5.99655300,0.066000,3.190,0.285,,,,,,,,,,0,,6021.00,1.14,,,,,,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.5440000,2014-05-14
Kepler-1880 b,Kepler-1880,1,1,Transit,2021,Kepler,0,6.30921984,,2.117,0.189,,,,,,,,,,0,,4380.00,0.53,0.52,,,24.0495,,19h11m18.35s,287.8264561,+40d41m47.76s,40.6965988,611.0410000,2021-12-05
Kepler-1881 b,Kepler-1881,1,1,Transit,2021,Kepler,0,159.39399720,,2.981,0.266,,,,,,,,,,0,,5135.00,0.87,0.81,,,2.3989,,19h34m33.43s,293.6393065,+44d58m57.16s,44.9825447,1057.2100000,2021-12-05
Kepler-1882 b,Kepler-1882,1,1,Transit,2021,Kepler,0,13.78730011,,1.487,0.133,,,,,,,,,,0,,5691.00,1.46,1.07,,,0.0446,,19h22m39.38s,290.6640856,+43d29m59.23s,43.4997866,443.3710000,2021-12-05
Kepler-1883 b,Kepler-1883,1,1,Transit,2021,Kepler,0,103.42700200,,3.251,0.290,,,,,,,,,,0,,6208.00,1.02,1.09,,,7.4497,,19h27m41.41s,291.9225570,+42d00m09.08s,42.0025220,1377.6100000,2021-12-05
Kepler-1884 b,Kepler-1884,1,1,Transit,2021,Kepler,0,8.98832035,,1.814,0.162,,,,,,,,,,0,,5984.00,0.91,0.99,,,0.0500,,19h46m59.14s,296.7463986,+43d02m43.51s,43.0454207,1443.0900000,2021-12-05
Kepler-1885 b,Kepler-1885,1,1,Transit,2021,Kepler,0,2.52255988,,1.511,0.135,,,,,,,,,,0,,5591.00,0.86,0.98,,,0.0693,,19h15m00.17s,288.7507112,+47d29m27.31s,47.4909206,818.4820000,2021-12-05
Kepler-1886 b,Kepler-1886,1,1,Transit,2021,Kepler,0,24.27580070,,2.582,0.230,,,,,,,,,,0,,5745.00,0.84,0.93,,,1.6769,,19h45m03.48s,296.2645118,+39d24m21.51s,39.4059745,1059.5100000,2021-12-05
Kepler-1887 b,Kepler-1887,1,1,Transit,2021,Kepler,0,19.94750023,,2.925,0.261,,,,,,,,,,0,,5749.00,0.86,0.96,,,33.2308,,19h15m49.33s,288.9555263,+44d42m20.55s,44.7057070,1366.1800000,2021-12-05
Kepler-1888 b,Kepler-1888,1,1,Transit,2021,Kepler,0,11.39169979,,1.326,0.118,,,,,,,,,,0,,5557.00,1.25,0.90,,,0.1247,,19h17m34.69s,289.3945523,+41d46m56.13s,41.7822597,402.9470000,2021-12-05
Kepler-1889 b,Kepler-1889,1,1,Transit,2021,Kepler,0,37.30369949,,2.944,0.263,,,,,,,,,,0,,5646.00,0.82,0.86,,,0.0730,,19h48m47.82s,297.1992577,+41d13m35.19s,41.2264404,1395.1300000,2021-12-05
Kepler-189 b,Kepler-189,1,2,Transit,2014,Kepler,0,10.39993100,0.088000,1.210,0.108,,,,,,,,,,0,,5235.00,0.75,,,,,,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.5340000,2014-05-14
Kepler-189 c,Kepler-189,1,2,Transit,2014,Kepler,0,20.13486600,0.137000,2.380,0.212,,,,,,,,,,0,,5235.00,0.75,,,,,,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.5340000,2014-05-14
Kepler-1890 b,Kepler-1890,1,1,Transit,2021,Kepler,0,4.82059002,,0.869,0.077,,,,,,,,,,0,,6046.00,1.40,1.02,,,0.0635,,19h30m18.68s,292.5778203,+40d40m04.45s,40.6679032,529.5960000,2021-12-05
Kepler-1891 b,Kepler-1891,1,1,Transit,2021,Kepler,0,4.02229023,,1.521,0.136,,,,,,,,,,0,,5516.00,0.83,0.87,,,18.2700,,19h20m10.52s,290.0438524,+44d22m13.93s,44.3705375,596.2400000,2021-12-05
Kepler-1892 b,Kepler-1892,1,1,Transit,2021,Kepler,0,6.33123016,,1.837,0.164,,,,,,,,,,0,,5383.00,0.76,0.85,,,2.8491,,19h56m19.44s,299.0810070,+42d01m05.14s,42.0180957,851.5950000,2021-12-05
Kepler-1893 b,Kepler-1893,1,1,Transit,2021,Kepler,0,4.17936993,,1.706,0.152,,,,,,,,,,0,,5633.00,1.16,0.97,,,1.6946,,19h53m36.31s,298.4012866,+44d50m17.42s,44.8381709,1050.7200000,2021-12-05
Kepler-1894 b,Kepler-1894,1,1,Transit,2021,Kepler,0,2.76266003,,1.201,0.107,,,,,,,,,,0,,5772.00,0.90,1.00,,,2.8523,,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.1910000,2021-12-05
Kepler-1895 b,Kepler-1895,1,1,Transit,2021,Kepler,0,6.07029009,,2.119,0.189,,,,,,,,,,0,,5076.00,0.76,0.86,,,15.9633,,19h26m42.14s,291.6756005,+48d45m45.15s,48.7625419,984.1870000,2021-12-05
Kepler-1896 b,Kepler-1896,1,1,Transit,2021,Kepler,0,44.87020111,,3.099,0.277,,,,,,,,,,0,,6122.00,1.00,1.07,,,4.0619,,19h18m42.86s,289.6785786,+40d14m58.73s,40.2496475,1732.9100000,2021-12-05
Kepler-1897 b,Kepler-1897,1,1,Transit,2021,Kepler,0,24.22030067,,2.814,0.251,,,,,,,,,,0,,5165.00,0.76,0.86,,,6.2847,,19h37m09.63s,294.2901043,+39d07m36.74s,39.1268710,983.1740000,2021-12-05
Kepler-1898 b,Kepler-1898,1,1,Transit,2021,Kepler,0,4.76562023,,0.934,0.083,,,,,,,,,,0,,5702.00,1.12,0.84,,,3.7563,,19h08m49.39s,287.2058009,+38d29m53.49s,38.4981903,360.9210000,2021-12-05
Kepler-1899 b,Kepler-1899,1,1,Transit,2021,Kepler,0,4.09577990,,1.551,0.138,,,,,,,,,,0,,4791.00,0.74,0.76,,,2.2993,,19h28m08.01s,292.0333777,+37d58m28.04s,37.9744551,711.5090000,2021-12-05
Kepler-19 b,Kepler-19,1,3,Transit,2011,Kepler,0,9.28716000,,,,8.40000,0.02643,8.40000,0.02643,Mass,,0.120000,,,1,,5544.00,0.86,0.94,,1.900,,,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.5620000,2017-04-11
Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011,Kepler,0,28.73100000,,,,13.10000,0.04122,13.10000,0.04122,Mass,,0.210000,,,0,,5544.00,0.86,0.94,,1.900,,,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.5620000,2017-04-11
Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,Roque de los Muchachos Observatory,0,62.95000000,,,,22.50000,0.07079,22.50000,0.07079,Mass,,0.050000,,,0,,5544.00,0.86,0.94,,1.900,,,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.5620000,2017-04-11
Kepler-190 b,Kepler-190,1,2,Transit,2014,Kepler,0,2.01999900,0.030000,1.560,0.139,,,,,,,,,,0,,5106.00,0.80,,,,,,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.3870000,2014-05-14
Kepler-190 c,Kepler-190,1,2,Transit,2014,Kepler,0,3.76302400,0.045000,1.460,0.130,,,,,,,,,,0,,5106.00,0.80,,,,,,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.3870000,2014-05-14
Kepler-1900 b,Kepler-1900,1,1,Transit,2021,Kepler,0,2.98622990,,1.623,0.145,,,,,,,,,,0,,6173.00,1.04,1.10,,,0.9128,,19h27m32.72s,291.8863206,+44d28m44.51s,44.4790319,1540.4300000,2021-12-05
Kepler-1901 b,Kepler-1901,1,1,Transit,2021,Kepler,0,3.48412991,,1.474,0.132,,,,,,,,,,0,,5696.00,0.92,1.02,,,10.4217,,19h24m39.45s,291.1643587,+45d19m05.90s,45.3183061,1028.3700000,2021-12-05
Kepler-1902 b,Kepler-1902,1,1,Transit,2021,Kepler,0,3.82222009,,1.176,0.105,,,,,,,,,,0,,3729.00,0.51,0.52,,,1.6770,,19h30m57.04s,292.7376545,+42d00m53.21s,42.0147792,344.3370000,2021-12-05
Kepler-1903 b,Kepler-1903,1,1,Transit,2021,Kepler,0,17.06789970,,2.286,0.204,,,,,,,,,,0,,6347.00,1.00,1.05,,,0.6773,,19h23m33.19s,290.8882981,+51d14m53.38s,51.2481617,1775.4400000,2021-12-05
Kepler-1904 b,Kepler-1904,1,1,Transit,2021,Kepler,0,4.57702017,,1.390,0.124,,,,,,,,,,0,,3805.00,0.50,0.53,,,41.3798,,19h15m29.86s,288.8744026,+51d09m15.20s,51.1542215,270.8540000,2021-12-05
Kepler-1905 b,Kepler-1905,1,1,Transit,2021,Kepler,0,3.42392993,,1.446,0.129,,,,,,,,,,0,,5788.00,1.01,1.04,,,5.0163,,19h30m17.60s,292.5733475,+46d22m00.58s,46.3668273,1051.5300000,2021-12-05
Kepler-1906 b,Kepler-1906,1,1,Transit,2021,Kepler,0,7.36268997,,2.776,0.248,,,,,,,,,,0,,5868.00,0.89,0.99,,,25.4880,,19h35m18.39s,293.8266166,+38d51m23.73s,38.8565906,1360.6300000,2021-12-05
Kepler-1907 b,Kepler-1907,1,2,Transit,2021,Kepler,0,5.65245008,,0.870,0.078,,,,,,,,,,0,,5159.00,0.80,0.75,,,0.6261,,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.1110000,2021-12-05
Kepler-1907 c,Kepler-1907,1,2,Transit,2021,Kepler,0,14.86390018,,1.155,0.103,,,,,,,,,,0,,5159.00,0.80,0.75,,,0.0855,,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.1110000,2021-12-05
Kepler-1909 b,Kepler-1909,1,1,Transit,2021,Kepler,0,2.39160991,,1.092,0.097,,,,,,,,,,0,,4935.00,0.69,0.66,,,2.6520,,19h23m33.46s,290.8894090,+42d27m34.65s,42.4596251,763.6620000,2021-12-05
Kepler-191 b,Kepler-191,1,3,Transit,2014,Kepler,0,9.93963200,0.087000,1.340,0.120,,,,,,,,,,0,,5282.00,0.79,,,,,,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.4640000,2014-05-14
Kepler-191 c,Kepler-191,1,3,Transit,2014,Kepler,0,17.73850600,0.128000,1.860,0.166,,,,,,,,,,0,,5282.00,0.79,,,,,,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.4640000,2014-05-14
Kepler-191 d,Kepler-191,1,3,Transit,2016,Kepler,0,5.94504102,,2.280,0.203,,,,,,,,,,0,,5215.00,0.80,0.84,,4.900,,,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.4640000,2016-05-06
Kepler-1910 b,Kepler-1910,1,1,Transit,2021,Kepler,0,5.68876982,,1.184,0.106,,,,,,,,,,0,,4234.00,0.64,0.64,,,2.3809,,19h46m28.12s,296.6171677,+41d16m52.20s,41.2811677,,2021-12-05
Kepler-1911 b,Kepler-1911,1,1,Transit,2021,Kepler,0,5.99079990,,1.011,0.090,,,,,,,,,,0,,5721.00,0.97,0.95,,,0.4828,,19h57m12.85s,299.3035590,+41d26m27.68s,41.4410233,269.9120000,2021-12-05
Kepler-1912 b,Kepler-1912,1,1,Transit,2021,Kepler,0,6.05921984,,1.357,0.121,,,,,,,,,,0,,5734.00,0.96,0.98,,,15.2307,,18h48m28.28s,282.1178211,+46d13m26.24s,46.2239547,297.0170000,2021-12-05
Kepler-1913 b,Kepler-1913,1,1,Transit,2021,Kepler,0,14.19600010,,1.519,0.135,,,,,,,,,,0,,6214.00,1.08,1.17,,,0.6736,,19h20m52.01s,290.2166890,+44d46m46.51s,44.7795863,876.3000000,2021-12-05
Kepler-1914 b,Kepler-1914,1,1,Transit,2021,Kepler,0,30.82789993,,2.943,0.263,,,,,,,,,,0,,5982.00,0.96,1.05,,,3.7189,,19h25m43.54s,291.4314024,+38d39m15.71s,38.6543635,1621.5600000,2021-12-05
Kepler-1915 b,Kepler-1915,1,1,Transit,2021,Kepler,0,13.83539963,,3.218,0.287,,,,,,,,,,0,,6020.00,1.06,1.03,,,0.0757,,20h05m06.88s,301.2786852,+44d15m01.84s,44.2505116,1514.6600000,2021-12-05
Kepler-1916 b,Kepler-1916,1,1,Transit,2021,Kepler,0,31.25429916,,2.618,0.234,,,,,,,,,,0,,6246.00,1.09,1.18,,,1.5367,,19h32m16.94s,293.0705754,+48d23m15.64s,48.3876790,2055.8200000,2021-12-05
Kepler-1917 b,Kepler-1917,1,1,Transit,2021,Kepler,0,12.90240002,,1.890,0.169,,,,,,,,,,0,,5530.00,0.79,0.88,,,6.2382,,19h36m24.93s,294.1038932,+45d00m04.87s,45.0013533,909.0370000,2021-12-05
Kepler-1918 b,Kepler-1918,1,1,Transit,2021,Kepler,0,47.05640030,,2.298,0.205,,,,,,,,,,0,,5889.00,0.92,0.97,,,3.1585,,19h30m07.33s,292.5305460,+42d12m52.48s,42.2145765,1030.1100000,2021-12-05
Kepler-1919 b,Kepler-1919,1,1,Transit,2021,Kepler,0,37.88660049,,2.624,0.234,,,,,,,,,,0,,5513.00,0.82,0.87,,,2.4093,,18h52m31.66s,283.1319153,+43d57m21.62s,43.9560050,1177.5300000,2021-12-05
Kepler-192 b,Kepler-192,1,3,Transit,2014,Kepler,0,9.92674600,0.090000,2.740,0.244,,,,,,,,,,0,,5479.00,1.01,,,,,,19h11m40.31s,287.9179379,+45d35m34.38s,45.5928829,651.6740000,2014-05-14
Kepler-192 c,Kepler-192,1,3,Transit,2014,Kepler,0,21.22340000,0.150000,2.790,0.249,,,,,,,,,,0,,5479.00,1.01,,,,,,19h11m40.31s,287.9179379,+45d35m34.38s,45.5928829,651.6740000,2014-05-14
Kepler-192 d,Kepler-192,1,3,Transit,2016,Kepler,0,6.47027579,,1.020,0.091,,,,,,,,,,0,,5487.00,0.94,0.94,,6.760,,,19h11m40.31s,287.9179379,+45d35m34.38s,45.5928829,651.6740000,2016-05-06
Kepler-1920 b,Kepler-1920,1,1,Transit,2021,Kepler,0,30.25410080,,2.954,0.264,,,,,,,,,,0,,6277.00,1.16,1.24,,,27.4185,,19h24m14.89s,291.0620355,+38d51m47.84s,38.8632881,885.9130000,2021-12-05
Kepler-1921 b,Kepler-1921,1,1,Transit,2021,Kepler,0,20.03479958,,2.895,0.258,,,,,,,,,,0,,6120.00,2.00,1.25,,,0.6033,,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,2021-12-05
Kepler-1922 b,Kepler-1922,1,1,Transit,2021,Kepler,0,13.22259998,,2.291,0.204,,,,,,,,,,0,,5931.00,0.86,0.95,,,0.0791,,19h29m19.29s,292.3303706,+37d59m49.45s,37.9970696,1344.2900000,2021-12-05
Kepler-1923 b,Kepler-1923,1,1,Transit,2021,Kepler,0,52.60969925,,1.960,0.175,,,,,,,,,,0,,5881.00,1.29,1.11,,,0.8231,,19h52m20.03s,298.0834457,+40d20m46.52s,40.3462551,990.8380000,2021-12-05
Kepler-1924 b,Kepler-1924,1,1,Transit,2021,Kepler,0,15.33170033,,2.654,0.237,,,,,,,,,,0,,5726.00,1.28,1.02,,,0.1899,,19h35m04.17s,293.7673860,+42d49m44.96s,42.8291562,1910.7700000,2021-12-05
Kepler-1925 b,Kepler-1925,1,1,Transit,2021,Kepler,0,46.71640015,,3.002,0.268,,,,,,,,,,0,,5856.00,1.09,1.06,,,0.9750,,19h19m18.90s,289.8287452,+45d06m09.68s,45.1026883,1771.3100000,2021-12-05
Kepler-1926 b,Kepler-1926,1,1,Transit,2021,Kepler,0,42.87770081,,2.315,0.207,,,,,,,,,,0,,5256.00,0.83,0.77,,,49.9710,,19h24m47.71s,291.1987905,+44d09m58.33s,44.1662033,667.4050000,2021-12-05
Kepler-1927 b,Kepler-1927,1,1,Transit,2021,Kepler,0,73.75039673,,3.406,0.304,,,,,,,,,,0,,6056.00,2.48,1.41,,,0.2686,,19h45m25.11s,296.3546093,+41d20m08.05s,41.3355698,1091.0000000,2021-12-05
Kepler-1928 b,Kepler-1928,1,1,Transit,2021,Kepler,0,19.57783000,0.194000,1.992,0.178,,,,,,,0.430000,,,0,,5720.00,0.92,1.01,-0.092,0.105,1.8328,10.4000,19h21m45.75s,290.4406294,+38d31m24.86s,38.5235721,326.3620000,2022-07-12
Kepler-1929 b,Kepler-1929,1,1,Transit,2021,Kepler,0,59.36249924,,3.073,0.274,,,,,,,,,,0,,5786.00,1.47,1.01,,,0.1914,,19h58m20.00s,299.5833362,+47d26m53.25s,47.4481244,508.2010000,2021-12-05
